onset	duration	trial_type	category	manner	phoneme1	phoneme2	place	tms_intensity	tms_target	trial	voicing
2184.9695	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
2188.919	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	325	no
2188.969	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_tongue	n/a	n/a
2192.918	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	326	no
2192.968	0	stimulus	n/a	n/a	e	t	n/a	n/a	tongue	n/a	n/a
2196.9345	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	327	no
2196.9845	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
2200.9335	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	328	no
2200.9835	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
2204.933	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	329	no
2204.983	0	stimulus	n/a	n/a	a	d	n/a	n/a	tongue	n/a	n/a
2208.9325	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	330	no
2208.9825	0	stimulus	n/a	n/a	u	b	n/a	n/a	control_tongue	n/a	n/a
2212.9325	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	331	yes
2212.9825	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
2216.9345	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	332	no
2216.9845	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_tongue	n/a	n/a
2220.9475	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	333	no
2220.9975	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
2224.93	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	334	no
2224.98	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
2228.963	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	335	no
2229.013	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
2232.929	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	336	yes
2232.979	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
2236.929	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	337	no
2236.979	0	stimulus	n/a	n/a	p	i	n/a	n/a	tongue	n/a	n/a
2240.9625	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	338	no
2241.0125	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
2244.945	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	339	yes
2244.995	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
2248.9775	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	340	no
2249.0275	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
2252.927	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	341	yes
2252.977	0	stimulus	n/a	n/a	b	e	n/a	n/a	tongue	n/a	n/a
2256.9255	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	342	no
2256.9755	0	stimulus	n/a	n/a	p	e	n/a	n/a	tongue	n/a	n/a
2260.9245	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	343	yes
2260.9745	0	stimulus	n/a	n/a	d	o	n/a	n/a	control_tongue	n/a	n/a
2264.924	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	344	no
2264.974	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
2268.9235	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	345	no
2268.9735	0	stimulus	n/a	n/a	t	u	n/a	n/a	tongue	n/a	n/a
2272.923	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	346	no
2272.973	0	stimulus	n/a	n/a	i	t	n/a	n/a	tongue	n/a	n/a
2276.9225	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	347	no
2276.9725	0	stimulus	n/a	n/a	e	p	n/a	n/a	control_tongue	n/a	n/a
2280.955	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	348	no
2281.005	0	stimulus	n/a	n/a	o	b	n/a	n/a	tongue	n/a	n/a
2284.921	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	349	no
2284.971	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
2288.9205	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	350	no
2288.9705	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
2292.9205	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	351	yes
2292.9705	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
2296.9195	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	352	no
2296.9695	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
2300.936	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	353	no
2300.986	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
2304.9345	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	354	no
2304.9845	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_tongue	n/a	n/a
2308.9355	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	355	no
2308.9855	0	stimulus	n/a	n/a	a	t	n/a	n/a	control_tongue	n/a	n/a
2312.934	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	356	no
2312.984	0	stimulus	n/a	n/a	t	u	n/a	n/a	tongue	n/a	n/a
2441.182	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	357	no
2441.232	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
2445.148	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	358	no
2445.198	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
2449.1665	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	359	no
2449.2165	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_tongue	n/a	n/a
2453.1475	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	360	yes
2453.1975	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
2457.149	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	361	no
2457.199	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
2461.1295	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	362	no
2461.1795	0	stimulus	n/a	n/a	u	t	n/a	n/a	control_tongue	n/a	n/a
2465.145	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	363	no
2465.195	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
2469.1445	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	364	no
2469.1945	0	stimulus	n/a	n/a	a	p	n/a	n/a	control_tongue	n/a	n/a
2473.1615	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	365	no
2473.2115	0	stimulus	n/a	n/a	t	a	n/a	n/a	tongue	n/a	n/a
2477.1625	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	366	no
2477.2125	0	stimulus	n/a	n/a	p	u	n/a	n/a	control_tongue	n/a	n/a
2481.1435	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	367	no
2481.1935	0	stimulus	n/a	n/a	t	u	n/a	n/a	control_tongue	n/a	n/a
2485.1585	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	368	no
2485.2085	0	stimulus	n/a	n/a	i	d	n/a	n/a	tongue	n/a	n/a
2489.1585	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	369	no
2489.2085	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
2493.141	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	370	yes
2493.191	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
2497.14	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	371	no
2497.19	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
2501.1395	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	372	no
2501.1895	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
2505.173	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	373	no
2505.223	0	stimulus	n/a	n/a	p	a	n/a	n/a	control_tongue	n/a	n/a
2509.139	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	374	yes
2509.189	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
2513.155	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	375	yes
2513.205	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
2517.1375	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	376	no
2517.1875	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
2521.154	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	377	no
2521.204	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
2525.155	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	378	no
2525.205	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_tongue	n/a	n/a
2529.1525	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	379	no
2529.2025	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
2533.1355	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	380	yes
2533.1855	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
2537.1695	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	381	no
2537.2195	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
2541.1345	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	382	no
2541.1845	0	stimulus	n/a	n/a	t	a	n/a	n/a	tongue	n/a	n/a
2545.1335	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	383	yes
2545.1835	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
2549.133	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	384	no
2549.183	0	stimulus	n/a	n/a	e	t	n/a	n/a	control_tongue	n/a	n/a
2553.1495	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	385	yes
2553.1995	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
2557.134	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	386	no
2557.184	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
2561.1495	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	387	yes
2561.1995	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
2565.146	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	388	no
2565.196	0	stimulus	n/a	n/a	t	o	n/a	n/a	control_tongue	n/a	n/a
2569.1465	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	389	no
2569.1965	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
2573.1625	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	390	no
2573.2125	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
2577.147	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	391	yes
2577.197	0	stimulus	n/a	n/a	d	i	n/a	n/a	control_tongue	n/a	n/a
2581.145	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	392	yes
2581.195	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
2585.144	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	393	no
2585.194	0	stimulus	n/a	n/a	p	u	n/a	n/a	tongue	n/a	n/a
2589.1605	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	394	yes
2589.2105	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
2593.149	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	395	yes
2593.199	0	stimulus	n/a	n/a	d	e	n/a	n/a	tongue	n/a	n/a
2597.165	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	396	no
2597.215	0	stimulus	n/a	n/a	o	b	n/a	n/a	control_tongue	n/a	n/a
2601.1415	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	397	no
2601.1915	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
2605.1405	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	398	no
2605.1905	0	stimulus	n/a	n/a	p	i	n/a	n/a	control_tongue	n/a	n/a
2609.159	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	399	yes
2609.209	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
2613.1415	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	400	no
2613.1915	0	stimulus	n/a	n/a	o	t	n/a	n/a	control_tongue	n/a	n/a
2617.1575	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	401	no
2617.2075	0	stimulus	n/a	n/a	u	b	n/a	n/a	tongue	n/a	n/a
2621.1225	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	402	no
2621.1725	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
2625.137	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	403	no
2625.187	0	stimulus	n/a	n/a	p	e	n/a	n/a	control_tongue	n/a	n/a
2629.1385	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	404	yes
2629.1885	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
2633.1375	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	405	no
2633.1875	0	stimulus	n/a	n/a	o	p	n/a	n/a	tongue	n/a	n/a
2637.12	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	406	no
2637.17	0	stimulus	n/a	n/a	e	b	n/a	n/a	control_tongue	n/a	n/a
2641.136	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	407	no
2641.186	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
2645.1355	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	408	no
2645.1855	0	stimulus	n/a	n/a	p	a	n/a	n/a	control_tongue	n/a	n/a
2649.1355	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	409	no
2649.1855	0	stimulus	n/a	n/a	t	u	n/a	n/a	control_tongue	n/a	n/a
2653.1345	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	410	yes
2653.1845	0	stimulus	n/a	n/a	b	i	n/a	n/a	tongue	n/a	n/a
2657.134	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	411	no
2657.184	0	stimulus	n/a	n/a	o	b	n/a	n/a	tongue	n/a	n/a
2661.1335	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	412	no
2661.1835	0	stimulus	n/a	n/a	p	i	n/a	n/a	tongue	n/a	n/a
2665.135	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	413	no
2665.185	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
2669.149	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	414	yes
2669.199	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
2673.148	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	415	no
2673.198	0	stimulus	n/a	n/a	p	u	n/a	n/a	tongue	n/a	n/a
2677.1485	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	416	no
2677.1985	0	stimulus	n/a	n/a	t	u	n/a	n/a	tongue	n/a	n/a
2697.161	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	417	no
2697.211	0	stimulus	n/a	n/a	t	i	n/a	n/a	tongue	n/a	n/a
2701.1765	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	418	no
2701.2265	0	stimulus	n/a	n/a	u	d	n/a	n/a	control_tongue	n/a	n/a
2705.145	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	419	no
2705.195	0	stimulus	n/a	n/a	t	a	n/a	n/a	tongue	n/a	n/a
2709.1605	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	420	no
2709.2105	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
2713.142	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	421	no
2713.192	0	stimulus	n/a	n/a	p	i	n/a	n/a	tongue	n/a	n/a
2717.142	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	422	no
2717.192	0	stimulus	n/a	n/a	o	b	n/a	n/a	control_tongue	n/a	n/a
2721.1755	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	423	yes
2721.2255	0	stimulus	n/a	n/a	d	a	n/a	n/a	control_tongue	n/a	n/a
2725.174	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	424	yes
2725.224	0	stimulus	n/a	n/a	b	e	n/a	n/a	tongue	n/a	n/a
2729.1565	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	425	no
2729.2065	0	stimulus	n/a	n/a	i	t	n/a	n/a	tongue	n/a	n/a
2733.157	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	426	no
2733.207	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_tongue	n/a	n/a
2737.14	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	427	no
2737.19	0	stimulus	n/a	n/a	i	t	n/a	n/a	control_tongue	n/a	n/a
2741.1725	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	428	no
2741.2225	0	stimulus	n/a	n/a	a	d	n/a	n/a	control_tongue	n/a	n/a
2745.154	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	429	no
2745.204	0	stimulus	n/a	n/a	t	o	n/a	n/a	control_tongue	n/a	n/a
2749.1555	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	430	no
2749.2055	0	stimulus	n/a	n/a	p	e	n/a	n/a	tongue	n/a	n/a
2753.17	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	431	no
2753.22	0	stimulus	n/a	n/a	e	t	n/a	n/a	tongue	n/a	n/a
2757.171	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	432	no
2757.221	0	stimulus	n/a	n/a	t	i	n/a	n/a	tongue	n/a	n/a
2761.1515	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	433	no
2761.2015	0	stimulus	n/a	n/a	t	a	n/a	n/a	tongue	n/a	n/a
2765.1335	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	434	no
2765.1835	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_tongue	n/a	n/a
2769.1505	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	435	no
2769.2005	0	stimulus	n/a	n/a	t	u	n/a	n/a	tongue	n/a	n/a
2773.1675	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	436	no
2773.2175	0	stimulus	n/a	n/a	u	t	n/a	n/a	tongue	n/a	n/a
2777.1505	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	437	yes
2777.2005	0	stimulus	n/a	n/a	d	e	n/a	n/a	tongue	n/a	n/a
2781.149	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	438	no
2781.199	0	stimulus	n/a	n/a	p	o	n/a	n/a	tongue	n/a	n/a
2785.148	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	439	no
2785.198	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
2789.147	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	440	no
2789.197	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_tongue	n/a	n/a
2793.1475	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	441	no
2793.1975	0	stimulus	n/a	n/a	u	t	n/a	n/a	tongue	n/a	n/a
2797.164	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	442	no
2797.214	0	stimulus	n/a	n/a	i	b	n/a	n/a	control_tongue	n/a	n/a
2801.1795	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	443	no
2801.2295	0	stimulus	n/a	n/a	e	p	n/a	n/a	control_tongue	n/a	n/a
2805.1795	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	444	yes
2805.2295	0	stimulus	n/a	n/a	b	e	n/a	n/a	control_tongue	n/a	n/a
2809.162	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	445	no
2809.212	0	stimulus	n/a	n/a	i	d	n/a	n/a	tongue	n/a	n/a
2813.1445	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	446	no
2813.1945	0	stimulus	n/a	n/a	u	b	n/a	n/a	tongue	n/a	n/a
2817.144	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	447	no
2817.194	0	stimulus	n/a	n/a	e	b	n/a	n/a	control_tongue	n/a	n/a
2821.143	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	448	no
2821.193	0	stimulus	n/a	n/a	p	o	n/a	n/a	tongue	n/a	n/a
2825.1425	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	449	no
2825.1925	0	stimulus	n/a	n/a	t	i	n/a	n/a	control_tongue	n/a	n/a
2829.125	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	450	yes
2829.175	0	stimulus	n/a	n/a	b	u	n/a	n/a	control_tongue	n/a	n/a
2833.193	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	451	yes
2833.243	0	stimulus	n/a	n/a	d	e	n/a	n/a	tongue	n/a	n/a
2837.158	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	452	no
2837.208	0	stimulus	n/a	n/a	p	e	n/a	n/a	tongue	n/a	n/a
2841.1745	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	453	yes
2841.2245	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
2845.157	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	454	no
2845.207	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
2849.156	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	455	no
2849.206	0	stimulus	n/a	n/a	a	d	n/a	n/a	control_tongue	n/a	n/a
2853.157	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	456	yes
2853.207	0	stimulus	n/a	n/a	b	o	n/a	n/a	control_tongue	n/a	n/a
2857.1545	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	457	no
2857.2045	0	stimulus	n/a	n/a	o	p	n/a	n/a	tongue	n/a	n/a
2861.1375	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	458	no
2861.1875	0	stimulus	n/a	n/a	t	e	n/a	n/a	control_tongue	n/a	n/a
2865.138	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	459	yes
2865.188	0	stimulus	n/a	n/a	b	i	n/a	n/a	tongue	n/a	n/a
2869.135	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	460	no
2869.185	0	stimulus	n/a	n/a	a	p	n/a	n/a	control_tongue	n/a	n/a
2873.136	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	461	no
2873.186	0	stimulus	n/a	n/a	u	b	n/a	n/a	tongue	n/a	n/a
2877.135	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	462	no
2877.185	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
2881.1515	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	463	no
2881.2015	0	stimulus	n/a	n/a	o	p	n/a	n/a	tongue	n/a	n/a
2885.1505	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	464	no
2885.2005	0	stimulus	n/a	n/a	u	p	n/a	n/a	tongue	n/a	n/a
2889.151	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	465	no
2889.201	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
2893.1495	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	466	no
2893.1995	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
2897.168	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	467	no
2897.218	0	stimulus	n/a	n/a	p	o	n/a	n/a	tongue	n/a	n/a
2901.148	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	468	no
2901.198	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
2905.1685	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	469	yes
2905.2185	0	stimulus	n/a	n/a	d	i	n/a	n/a	control_tongue	n/a	n/a
2909.1815	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	470	no
2909.2315	0	stimulus	n/a	n/a	t	e	n/a	n/a	control_tongue	n/a	n/a
2913.181	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	471	no
2913.231	0	stimulus	n/a	n/a	u	p	n/a	n/a	tongue	n/a	n/a
2917.1455	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	472	no
2917.1955	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
2921.178	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	473	no
2921.228	0	stimulus	n/a	n/a	o	b	n/a	n/a	control_tongue	n/a	n/a
2925.145	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	474	no
2925.195	0	stimulus	n/a	n/a	i	t	n/a	n/a	tongue	n/a	n/a
2929.146	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	475	no
2929.196	0	stimulus	n/a	n/a	e	t	n/a	n/a	tongue	n/a	n/a
2933.1455	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	476	no
2933.1955	0	stimulus	n/a	n/a	u	d	n/a	n/a	control_tongue	n/a	n/a
