onset	duration	stim_onset_s_	stim_dur_s_	type	trial_type	stim_file
n/a	n/a	1698.392578125	n/a	Response	right	n/a
1702.46396225	0.417965	1700.41015625	2.496735	Sound	NPC	NPC_gel.wav
n/a	n/a	1704.90689125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1706.10546875	n/a	Response	right	n/a
1710.18281175	0.38526	1708.12109375	2.470612	Sound	NPI	NPI_goat(bread).wav
n/a	n/a	1712.59170575	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1713.736328125	n/a	Response	left	n/a
1718.003613875	0.339844	1715.748046875	2.653968	Sound	NPC	NPC_deep.wav
n/a	n/a	1720.402014875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1721.44921875	n/a	Response	right	n/a
1725.33913125	0.408751	1723.45703125	2.330091	Sound	NPI	NPI_fin(desk).wav
n/a	n/a	1727.78712225	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1728.697265625	n/a	Response	left	n/a
1733.115496875	0.602923	1730.701171875	3.073061	Sound	NPI	NPI_party(sidewalk).wav
n/a	n/a	1735.774232875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1738.248046875	n/a	Response	left	n/a
1742.831520875	0.49675	1740.263671875	3.115601	Sound	NPI	NPI_inches(cookie).wav
n/a	n/a	1745.379272875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1746.19921875	n/a	Response	left	n/a
1749.83675425	0.484254	1748.20703125	2.174966	Sound	NPI	NPI_night(inch).wav
n/a	n/a	1752.38199725	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1753.126953125	n/a	Response	left	n/a
1756.5441005	0.463012	1755.1328125	1.900454	Sound	NPI	NPI_fly(edge).wav
n/a	n/a	1759.0332665	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1759.751953125	n/a	Response	left	n/a
1764.5239745	0.406166	1761.7578125	3.191542	Sound	NPC	NPC_guess.wav
n/a	n/a	1766.9493545	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1767.798828125	n/a	Response	right	n/a
1771.608026375	0.5053	1769.818359375	2.319705	Sound	NPC	NPC_green.wav
n/a	n/a	1774.138064375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1775.52734375	n/a	Response	right	n/a
1780.97071925	0.369034	1778.55078125	2.812063	Sound	NPC	NPC_cop.wav
n/a	n/a	1783.36284425	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1784.767578125	n/a	Response	right	n/a
1789.756819875	0.435975	1786.779296875	3.466553	Sound	NPI	NPI_outside(apple).wav
n/a	n/a	1792.245849875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1792.92578125	n/a	Response	left	n/a
1798.163473125	0.42585	1794.939453125	3.714082	Sound	NPI	NPI_bag(bell).wav
n/a	n/a	1800.653535125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1801.341796875	n/a	Response	left	n/a
1806.1277685	0.348471	1803.3515625	3.179705	Sound	NPI	NPI_guess(grape).wav
n/a	n/a	1808.5312675	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1810.654296875	n/a	Response	left	n/a
1815.7942565	0.380132	1812.6640625	3.583299	Sound	NPI	NPI_gone(feet).wav
n/a	n/a	1818.2473615	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1819.21484375	n/a	Response	left	n/a
1822.632622375	0.412159	1821.224609375	1.856939	Sound	NPC	NPC_cat.wav
n/a	n/a	1825.081548375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1825.88671875	n/a	Response	right	n/a
1830.319391625	0.350161	1827.900390625	2.808889	Sound	NPC	NPC_bowl.wav
n/a	n/a	1832.709279625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1833.837890625	n/a	Response	right	n/a
1838.022748125	0.467162	1835.845703125	2.667778	Sound	NPI	NPI_castle(doctor).wav
n/a	n/a	1840.513481125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1841.29296875	n/a	Response	left	n/a
1845.3302795	0.548531	1843.3046875	2.622449	Sound	NPI	NPI_cape(pole).wav
n/a	n/a	1847.9271365	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1848.62109375	n/a	Response	left	n/a
1852.563017375	0.425913	1850.630859375	2.381905	Sound	NPI	NPI_wet(whale).wav
n/a	n/a	1855.012764375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1855.564453125	n/a	Response	left	n/a
1860.32236475	0.501699	1857.57421875	3.282902	Sound	NPC	NPC_ants.wav
n/a	n/a	1862.85712075	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1863.453125	n/a	Response	right	n/a
1868.343393875	0.564119	1865.466796875	3.487188	Sound	NPC	NPC_gloves.wav
n/a	n/a	1870.953984875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1872.396484375	n/a	Response	right	n/a
1876.144569375	0.547828	1874.412109375	2.351519	Sound	NPC	NPC_thorns.wav
n/a	n/a	1878.763628375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1879.548828125	n/a	Response	right	n/a
1884.062078625	0.384049	1881.556640625	2.92941	Sound	NPC	NPC_chalk.wav
n/a	n/a	1886.486050625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1886.859375	n/a	Response	right	n/a
1892.223479375	0.438408	1888.865234375	3.83356	Sound	NPI	NPI_bright(gills).wav
n/a	n/a	1894.698794375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1895.03515625	n/a	Response	left	n/a
1899.34477475	0.501965	1897.04296875	2.823107	Sound	NPI	NPI_dress(fun).wav
n/a	n/a	1901.86607575	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1902.5078125	n/a	Response	left	n/a
1906.47754125	0.437626	1904.51953125	2.454671	Sound	NPI	NPI_bones(wind).wav
n/a	n/a	1908.97420225	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1909.8515625	n/a	Response	left	n/a
1914.90061325	0.497089	1911.86328125	3.602834	Sound	NPC	NPC_fake.wav
n/a	n/a	1917.46611525	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1917.962890625	n/a	Response	right	n/a
1921.610176375	0.399795	1919.974609375	2.076825	Sound	NPI	NPI_claws(floor).wav
n/a	n/a	1924.051434375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1925.130859375	n/a	Response	left	n/a
1929.872495625	0.301083	1927.150390625	3.063061	Sound	NPC	NPC_hug.wav
n/a	n/a	1932.213451625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1933.580078125	n/a	Response	right	n/a
1937.63545975	0.435413	1936.32421875	1.786621	Sound	NPI	NPI_dog(chalk).wav
n/a	n/a	1940.11083975	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1940.947265625	n/a	Response	left	n/a
1944.898092875	0.373599	1942.966796875	2.333197	Sound	NPC	NPC_wet.wav
n/a	n/a	1947.299993875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1947.681640625	n/a	Response	right	n/a
1951.08340225	0.395135	1949.69140625	1.831882	Sound	NPI	NPI_pink(door).wav
n/a	n/a	1953.52328825	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1954.09765625	n/a	Response	left	n/a
1958.8019345	0.230462	1956.1171875	3.067755	Sound	NPC	NPC_cart.wav
n/a	n/a	1961.1849425	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1962.09765625	n/a	Response	right	n/a
1966.223414125	0.441166	1964.111328125	2.585442	Sound	NPI	NPI_glue(cliff).wav
n/a	n/a	1968.696770125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1969.970703125	n/a	Response	left	n/a
1975.06465425	0.535418	1971.98828125	3.636463	Sound	NPI	NPI_bruise(rain).wav
n/a	n/a	1977.62474425	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1978.2265625	n/a	Response	left	n/a
1982.421538875	0.308107	1980.232421875	2.552948	Sound	NPC	NPC_bread.wav
n/a	n/a	1984.785369875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1985.681640625	n/a	Response	right	n/a
1989.060910375	0.483177	1987.693359375	1.889909	Sound	NPI	NPI_cream(couch).wav
n/a	n/a	1991.583268375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1992.2421875	n/a	Response	left	n/a
1996.419338125	0.465788	1994.251953125	2.679252	Sound	NPI	NPI_down(tie).wav
n/a	n/a	1998.931205125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1999.841796875	n/a	Response	left	n/a
2004.022190125	0.441134	2001.845703125	2.655238	Sound	NPC	NPC_clown.wav
n/a	n/a	2006.500941125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2007.76171875	n/a	Response	right	n/a
2012.780490375	0.483508	2009.771484375	3.534467	Sound	NPI	NPI_cliff(sheep).wav
n/a	n/a	2015.305951375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2016.9609375	n/a	Response	left	n/a
2020.704277	0.449781	2018.96875	2.230794	Sound	NPC	NPC_clothes.wav
n/a	n/a	2023.199544	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2024.9765625	n/a	Response	right	n/a
2030.26385575	0.463248	2026.99609375	3.763878	Sound	NPC	NPC_cone.wav
n/a	n/a	2032.75997175	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2033.568359375	n/a	Response	right	n/a
2038.48498775	0.460658	2035.57421875	3.410703	Sound	NPC	NPC_flop.wav
n/a	n/a	2040.98492175	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2041.775390625	n/a	Response	right	n/a
2045.60380925	0.535157	2043.78515625	2.388481	Sound	NPI	NPI_goose(pipe).wav
n/a	n/a	2048.17363725	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2048.607421875	n/a	Response	left	n/a
2053.508407125	0.55626	2050.626953125	3.471497	Sound	NPI	NPI_fish(cry).wav
n/a	n/a	2056.098450125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2056.640625	n/a	Response	left	n/a
2060.785156875	0.354349	2058.654296875	2.488594	Sound	NPC	NPC_gold.wav
n/a	n/a	2063.142890875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2064.591796875	n/a	Response	right	n/a
2069.74393225	0.402645	2066.59765625	3.59263	Sound	NPC	NPC_bear.wav
n/a	n/a	2072.19028625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2072.783203125	n/a	Response	right	n/a
2076.37888275	0.518278	2074.79296875	2.130204	Sound	NPI	NPI_grapes(man).wav
n/a	n/a	2078.92317275	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2080.19140625	n/a	Response	left	n/a
2083.49172	0.580903	2082.203125	1.907302	Sound	NPC	NPC_cream.wav
n/a	n/a	2086.110427	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2087.310546875	n/a	Response	right	n/a
n/a	n/a	2088.310546875	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
2091.474647	0.387186	2090.171875	1.733288	Sound	NPC	NPC_duck.wav
n/a	n/a	2093.905163	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2094.55078125	n/a	Response	right	n/a
2098.317439125	0.418857	2096.564453125	2.207438	Sound	NPI	NPI_card(fly).wav
n/a	n/a	2100.771891125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2101.57421875	n/a	Response	left	n/a
2106.13343275	0.409198	2103.58984375	2.986916	Sound	NPI	NPI_cheese(clock).wav
n/a	n/a	2108.57675975	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2109.4453125	n/a	Response	left	n/a
2113.727103875	0.450148	2111.451171875	2.750204	Sound	NPI	NPI_gray(bald).wav
n/a	n/a	2116.201375875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2117.046875	n/a	Response	left	n/a
2120.848978875	0.439513	2119.060546875	2.261882	Sound	NPC	NPC_glass.wav
n/a	n/a	2123.322428875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2123.78125	n/a	Response	right	n/a
2128.319016375	0.501033	2125.787109375	3.07542	Sound	NPC	NPC_present.wav
n/a	n/a	2130.862529375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2131.4296875	n/a	Response	right	n/a
2136.034814625	0.439515	2133.447265625	3.063719	Sound	NPI	NPI_grade(grill).wav
n/a	n/a	2138.510984625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2138.96484375	n/a	Response	left	n/a
2143.088342375	0.365615	2140.974609375	2.51746	Sound	NPC	NPC_grill.wav
n/a	n/a	2145.492069375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2145.91015625	n/a	Response	right	n/a
2149.718388625	0.491006	2147.916015625	2.330975	Sound	NPI	NPI_kitchen(baby).wav
n/a	n/a	2152.246990625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2152.900390625	n/a	Response	left	n/a
2158.025017125	0.548334	2154.908203125	3.691519	Sound	NPI	NPI_popped(square).wav
n/a	n/a	2160.599722125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2161.236328125	n/a	Response	left	n/a
2166.00719925	0.533906	2163.25390625	3.337959	Sound	NPI	NPI_wind(cheese).wav
n/a	n/a	2168.59186525	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2170.357421875	n/a	Response	left	n/a
2175.042018375	0.459181	2172.365234375	3.166984	Sound	NPI	NPI_cart(score).wav
n/a	n/a	2177.532218375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2178.259765625	n/a	Response	left	n/a
2182.970991625	0.469609	2180.275390625	3.183628	Sound	NPC	NPC_skunk.wav
n/a	n/a	2185.459018625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2185.892578125	n/a	Response	right	n/a
2189.95889475	0.379411	2187.90234375	2.474603	Sound	NPC	NPC_cob.wav
n/a	n/a	2192.37694675	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2193.63671875	n/a	Response	right	n/a
2197.603354375	0.414115	2195.646484375	2.409524	Sound	NPC	NPC_goal.wav
n/a	n/a	2200.056008375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2200.32421875	n/a	Response	right	n/a
2205.43281375	0.379255	2202.33984375	3.490726	Sound	NPI	NPI_eats(ball).wav
n/a	n/a	2207.83056975	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2208.37109375	n/a	Response	left	n/a
2212.7163755	0.469134	2210.3828125	2.839138	Sound	NPI	NPI_pipe(phone).wav
n/a	n/a	2215.2219505	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2215.732421875	n/a	Response	left	n/a
2219.7851145	0.435048	2217.7421875	2.507052	Sound	NPI	NPI_cry(fork).wav
n/a	n/a	2222.2492395	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2224.32421875	n/a	Response	left	n/a
2228.803171625	0.449083	2226.337890625	2.94161	Sound	NPI	NPI_freeze(sun).wav
n/a	n/a	2231.279500625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2231.828125	n/a	Response	left	n/a
2236.05299725	0.459946	2233.83203125	2.732336	Sound	NPC	NPC_nine.wav
n/a	n/a	2238.56436725	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2239.138671875	n/a	Response	right	n/a
n/a	n/a	2240.138671875	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
2244.064000625	0.48669	2242.837890625	1.749864	Sound	NPI	NPI_caves(string).wav
n/a	n/a	2246.587754625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2247.169921875	n/a	Response	left	n/a
2251.3390225	0.490028	2249.1796875	2.710794	Sound	NPI	NPI_flat(cow).wav
n/a	n/a	2253.8904815	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2254.40234375	n/a	Response	left	n/a
2258.484018	0.44516	2256.421875	2.549093	Sound	NPC	NPC_brakes.wav
n/a	n/a	2260.970968	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2262.05078125	n/a	Response	right	n/a
2266.513185125	0.348732	2264.064453125	2.865488	Sound	NPC	NPC_bank.wav
n/a	n/a	2268.929941125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2269.537109375	n/a	Response	right	n/a
2274.12490475	0.572223	2271.54296875	3.203832	Sound	NPC	NPC_clouds.wav
n/a	n/a	2276.74680075	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2278.73828125	n/a	Response	right	n/a
2282.84083525	0.367286	2280.75390625	2.48034	Sound	NPC	NPC_hair.wav
n/a	n/a	2285.23424625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2285.873046875	n/a	Response	right	n/a
2290.323979375	0.437803	2287.880859375	2.895986	Sound	NPI	NPI_spider(summer).wav
n/a	n/a	2292.776845375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2293.361328125	n/a	Response	left	n/a
2297.126557875	0.432399	2295.373046875	2.241315	Sound	NPI	NPI_pants(woods).wav
n/a	n/a	2299.614361875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2300.9296875	n/a	Response	left	n/a
2304.78243375	0.455429	2302.93359375	2.337256	Sound	NPC	NPC_books.wav
n/a	n/a	2307.27084975	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2307.712890625	n/a	Response	right	n/a
2313.0113515	0.473175	2309.7265625	3.786463	Sound	NPI	NPI_tear(corn).wav
n/a	n/a	2315.5130255	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2316.689453125	n/a	Response	left	n/a
2320.238376125	0.405025	2318.705078125	1.950998	Sound	NPI	NPI_fall(duck).wav
n/a	n/a	2322.656076125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2324.591796875	n/a	Response	left	n/a
2329.216645375	0.363715	2326.599609375	3.022381	Sound	NPC	NPC_bow.wav
n/a	n/a	2331.621990375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2332.17578125	n/a	Response	right	n/a
2336.447652375	0.441386	2334.193359375	2.731134	Sound	NPC	NPC_clay.wav
n/a	n/a	2338.924493375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2339.712890625	n/a	Response	right	n/a
2343.436373	0.345077	2341.71875	2.13415	Sound	NPI	NPI_three(boy).wav
n/a	n/a	2345.8529	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2346.607421875	n/a	Response	left	n/a
2350.747940125	0.523262	2348.611328125	2.705261	Sound	NPI	NPI_aisle(chicken).wav
n/a	n/a	2353.316589125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2353.888671875	n/a	Response	left	n/a
2358.067281875	0.404875	2355.904296875	2.615079	Sound	NPI	NPI_car(chest).wav
n/a	n/a	2360.519375875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2361.55078125	n/a	Response	left	n/a
2366.572109125	0.473179	2363.564453125	3.514875	Sound	NPC	NPC_cliff.wav
n/a	n/a	2369.079328125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2369.744140625	n/a	Response	right	n/a
2374.291573625	0.394547	2371.759765625	2.979728	Sound	NPI	NPI_chest(sock).wav
n/a	n/a	2376.739493625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2377.19921875	n/a	Response	left	n/a
2381.819814	0.468569	2379.21875	3.11966	Sound	NPI	NPI_coach(goose).wav
n/a	n/a	2384.33841	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2385.18359375	n/a	Response	left	n/a
2388.716154625	0.513129	2387.197265625	2.06771	Sound	NPC	NPC_cribs.wav
n/a	n/a	2391.264975625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2391.759765625	n/a	Response	right	n/a
n/a	n/a	2392.759765625	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
2397.871890375	0.485937	2394.802734375	3.57932	Sound	NPC	NPC_bruise.wav
n/a	n/a	2400.382054375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2400.966796875	n/a	Response	right	n/a
2404.73962775	0.390985	2402.98046875	2.199365	Sound	NPI	NPI_clock(tree).wav
n/a	n/a	2407.17983375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2407.509765625	n/a	Response	left	n/a
2411.305213375	0.397115	2409.521484375	2.221293	Sound	NPI	NPI_glass(shoe).wav
n/a	n/a	2413.742777375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2415.109375	n/a	Response	left	n/a
2418.503392375	0.556822	2417.115234375	1.989002	Sound	NPC	NPC_frog.wav
n/a	n/a	2421.104236375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2421.734375	n/a	Response	right	n/a
2425.218179375	0.362802	2423.740234375	1.870612	Sound	NPI	NPI_fast(thief).wav
n/a	n/a	2427.610846375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2428.517578125	n/a	Response	left	n/a
2432.290696125	0.353313	2430.533203125	2.130907	Sound	NPC	NPC_gum.wav
n/a	n/a	2434.664110125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2435.205078125	n/a	Response	right	n/a
2439.270734375	0.454971	2437.224609375	2.518617	Sound	NPI	NPI_gel(sign).wav
n/a	n/a	2441.743226375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2443.23828125	n/a	Response	left	n/a
2447.770796125	0.451476	2445.251953125	3.017574	Sound	NPC	NPC_broom.wav
n/a	n/a	2450.269527125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2450.98046875	n/a	Response	right	n/a
2455.08710175	0.430231	2452.99609375	2.532676	Sound	NPI	NPI_pictures(contest).wav
n/a	n/a	2457.52876975	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2458.1640625	n/a	Response	left	n/a
2463.188579	0.560552	2460.171875	3.615397	Sound	NPI	NPI_study(princess).wav
n/a	n/a	2465.787272	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2466.708984375	n/a	Response	left	n/a
2470.823041875	0.414991	2468.716796875	2.539161	Sound	NPI	NPI_brakes(cob).wav
n/a	n/a	2473.255957875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2474.1796875	n/a	Response	left	n/a
2478.993996375	0.468827	2476.193359375	3.309229	Sound	NPC	NPC_bricks.wav
n/a	n/a	2481.502588375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2482.1171875	n/a	Response	right	n/a
2485.31489375	0.465518	2484.12109375	1.689592	Sound	NPI	NPI_wood(cough).wav
n/a	n/a	2487.81068575	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2488.453125	n/a	Response	left	n/a
2492.081241625	0.440651	2490.462890625	2.110295	Sound	NPC	NPC_night.wav
n/a	n/a	2494.573185625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2496.03515625	n/a	Response	right	n/a
2499.4546965	0.500537	2498.0390625	1.955283	Sound	NPC	NPC_snake.wav
n/a	n/a	2501.9943455	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2503.33203125	n/a	Response	right	n/a
2507.837477375	0.392066	2505.349609375	2.934989	Sound	NPI	NPI_fight(mouse).wav
n/a	n/a	2510.284598375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2511.65234375	n/a	Response	left	n/a
